TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Break and Enter Commercial,2003,2,27,5,50,10XX MAINLAND ST,Central Business District,491316.98,5458177.87,49.27629582,-123.1193754
Break and Enter Commercial,2003,2,23,21,22,10XX MAINLAND ST,Central Business District,491319.06,5458180.02,49.27631518,-123.1193469
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,24,15,7,FRANKLIN ST / COMMERCIAL DR,Grandview-Woodland,494881,5458828,49.28218408,-123.0703851
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,18,12,30,FIR STREET OFRP / GRANVILLE STREET BRDG,Fairview,490003,5457457,49.2697914,-123.1374221
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,17,9,45,EXPO BLVD / SMITHE ST,Central Business District,491653,5458119,49.27577095,-123.1147545
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,30,19,40,EXPO BLVD / QUEBEC ST,Central Business District,492577,5458117,49.27576488,-123.1020514
Break and Enter Commercial,2003,1,24,15,30,10XX MAINLAND ST,Central Business District,491323.2,5458184.32,49.27635392,-123.11929
Break and Enter Commercial,2003,7,10,18,12,10XX MAINLAND ST,Central Business District,491323.2,5458184.32,49.27635392,-123.11929
Break and Enter Commercial,2003,10,30,15,0,10XX MAINLAND ST,Central Business District,491323.2,5458184.32,49.27635392,-123.11929
Break and Enter Commercial,2003,11,19,19,0,10XX MAINLAND ST,Central Business District,491323.2,5458184.32,49.27635392,-123.11929
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,17,17,0,EXPO BLVD / CARRALL ST,Central Business District,492278,5458371,49.27804595,-123.1061669
Mischief,2003,10,31,8,0,44XX DUMFRIES ST,Kensington-Cedar Cottage,494646.65,5454664.62,49.24473165,-123.0735517
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,21,9,35,ELLIOTT ST / E 48TH AVE,Victoria-Fraserview,496018,5452573,49.22592748,-123.0546894
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,11,22,39,EARLES ST / KINGSWAY AVE,Renfrew-Collingwood,496446,5453866,49.23756097,-123.0488227
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,11,13,23,E PENDER ST / COMMERCIAL DR,Grandview-Woodland,494877,5458616,49.28027707,-123.0704374
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,28,8,55,E PENDER ST / COLUMBIA ST,Central Business District,492561,5458637,49.28044217,-123.102281
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,28,14,55,E KING EDWARD AVE / ONTARIO ST,Riley Park,492358,5455128,49.24887555,-123.1050051
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,7,21,15,E KING EDWARD AVE / MAIN ST,Riley Park,492644,5455116,49.24877112,-123.1010751
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,8,11,28,E KING EDWARD AVE / KNIGHT ST,Kensington-Cedar Cottage,494455,5455085,49.24851136,-123.0761907
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,13,16,11,E HASTINGS ST / SLOCAN ST,Hastings-Sunrise,496411,5458712,49.28115154,-123.0493469
Offence Against a Person,2003,11,25,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft from Vehicle,2003,1,16,22,0,11XX E 54TH AVE,Sunset,493965.45,5451969.62,49.22048313,-123.0828704
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,10,16,20,E HASTINGS ST / SEMLIN DR,Grandview-Woodland,495371,5458717,49.28118952,-123.0636465
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,17,15,50,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797,5458712,49.28115368,-123.0440396
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,17,5,58,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797,5458712,49.28115368,-123.0440396
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,25,21,33,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797,5458712,49.28115368,-123.0440396
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,2,20,44,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797,5458712,49.28115368,-123.0440396
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,12,18,30,E HASTINGS ST / JACKSON AVE,Strathcona,493205,5458724,49.28123225,-123.093428
Other Theft,2003,11,25,14,19,23XX W 4TH AVE,Kitsilano,488448.63,5457280.92,49.26818014,-123.1587839
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,29,23,3,E HASTINGS ST / JACKSON AVE,Strathcona,493205,5458724,49.28123225,-123.093428
Mischief,2003,6,4,19,0,44XX GRANVILLE ST,Shaughnessy,489875.83,5454786.22,49.24576514,-123.1391027
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,1,6,15,E HASTINGS ST / JACKSON AVE,Strathcona,493205,5458724,49.28123225,-123.093428
Theft from Vehicle,2003,12,8,20,30,11XX E 29TH AVE,Kensington-Cedar Cottage,493982.42,5454647.77,49.24457391,-123.0826776
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,5,10,55,E HASTINGS ST / GORE AVE,Strathcona,492911,5458733,49.28130986,-123.0974705
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,2,13,30,E HASTINGS ST / CLARK DR,Strathcona,494392,5458735,49.28134324,-123.0771075
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,22,10,52,E HASTINGS ST / CLARK DR,Strathcona,494392,5458735,49.28134324,-123.0771075
Other Theft,2003,1,15,17,26,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Mischief,2003,12,24,1,30,44XX JAMES ST,Riley Park,492446.93,5454775.41,49.24570504,-123.1037765
Other Theft,2003,1,15,20,40,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Other Theft,2003,2,1,10,45,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Mischief,2003,5,26,0,0,13XX W GEORGIA ST,Central Business District,490745.08,5459529.81,49.28844833,-123.1272693
Other Theft,2003,2,22,15,0,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Other Theft,2003,3,12,16,49,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Other Theft,2003,3,17,19,30,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Other Theft,2003,5,22,16,10,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Break and Enter Residential/Other,2003,5,14,9,30,18XX W 3RD AVE,Kitsilano,489264.86,5457368.93,49.26898668,-123.1475665
Other Theft,2003,5,26,20,12,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Break and Enter Commercial,2003,8,19,19,0,10XX MAINLAND ST,Central Business District,491333.57,5458195.07,49.27645077,-123.1191477
Break and Enter Commercial,2003,8,25,5,15,10XX MAINLAND ST,Central Business District,491333.57,5458195.07,49.27645077,-123.1191477
Other Theft,2003,6,4,19,20,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Other Theft,2003,9,21,16,15,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Other Theft,2003,9,23,21,25,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Other Theft,2003,10,14,8,55,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Break and Enter Commercial,2003,3,24,17,30,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18,49.28515594,-123.1221638
Break and Enter Commercial,2003,7,5,16,0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18,49.28515594,-123.1221638
Break and Enter Commercial,2003,10,10,17,30,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18,49.28515594,-123.1221638
Break and Enter Commercial,2003,10,13,23,20,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18,49.28515594,-123.1221638
Break and Enter Residential/Other,2003,3,28,6,50,18XX W 3RD AVE,Kitsilano,489296.26,5457367.79,49.26897698,-123.1471348
Break and Enter Residential/Other,2003,9,22,18,0,18XX W 3RD AVE,Kitsilano,489296.26,5457367.79,49.26897698,-123.1471348
Other Theft,2003,10,14,18,18,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Offence Against a Person,2003,1,18,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Other Theft,2003,10,28,16,21,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Break and Enter Residential/Other,2003,10,20,5,13,18XX W 3RD AVE,Kitsilano,489324.19,5457357.62,49.26888598,-123.1467506
Offence Against a Person,2003,5,30,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,8,14,8,15,66XX WALES ST,Victoria-Fraserview,496173.28,5452228.99,49.22283401,-123.0525535
Other Theft,2003,11,10,17,15,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Other Theft,2003,12,6,22,54,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Other Theft,2003,12,29,17,41,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
Theft from Vehicle,2003,12,9,22,0,11XX E 49TH AVE,Sunset,493943.69,5452509.37,49.22533811,-123.0831774
Other Theft,2003,1,11,19,26,7XX THURLOW ST,West End,490975.8,5459163.59,49.28515758,-123.1240882
Break and Enter Commercial,2003,2,22,22,0,10XX MARINASIDE CRES,Central Business District,491394.74,5457863.54,49.27346946,-123.1182996
Offence Against a Person,2003,7,11,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Other Theft,2003,1,26,15,40,7XX THURLOW ST,West End,490975.8,5459163.59,49.28515758,-123.1240882
Other Theft,2003,6,26,18,0,7XX THURLOW ST,West End,490975.8,5459163.59,49.28515758,-123.1240882
Other Theft,2003,7,5,9,45,7XX THURLOW ST,West End,490975.8,5459163.59,49.28515758,-123.1240882
Break and Enter Residential/Other,2003,2,16,17,15,66XX WILTSHIRE ST,Kerrisdale,489326.83,5452518.1,49.22535358,-123.1465854
Theft from Vehicle,2003,7,18,21,0,11XX E 27TH AVE,Kensington-Cedar Cottage,494040.77,5454868.71,49.24656189,-123.0818791
Theft from Vehicle,2003,1,29,12,0,11XX E 23RD AVE,Kensington-Cedar Cottage,494073.6,5455242.39,49.24992354,-123.0814336
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,9,16,16,E CORDOVA ST / MAIN ST,Central Business District,492754,5458842,49.2822885,-123.0996311
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,21,11,15,E CORDOVA ST / DUNLEVY AVE,Strathcona,493064,5458832,49.28220214,-123.0953685
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,22,12,42,E BROADWAY AVE / WINDERMERE ST,Renfrew-Collingwood,497342,5456570,49.2618886,-123.0365319
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,31,20,28,E BROADWAY AVE / RUPERT ST,Renfrew-Collingwood,497551,5456571,49.26189847,-123.0336594
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,9,11,57,E BROADWAY AVE / RUPERT ST,Renfrew-Collingwood,497551,5456571,49.26189847,-123.0336594
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,7,22,35,E BROADWAY AVE / NANAIMO ST,Kensington-Cedar Cottage,495882,5456597,49.26212338,-123.0565986
Break and Enter Residential/Other,2003,11,7,7,0,18XX W 3RD AVE,Kitsilano,489359.06,5457365.5,49.26895747,-123.1462715
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,25,7,35,E BROADWAY AVE / NANAIMO ST,Kensington-Cedar Cottage,495882,5456597,49.26212338,-123.0565986
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,25,2,37,E BROADWAY AVE / NANAIMO ST,Kensington-Cedar Cottage,495882,5456597,49.26212338,-123.0565986
Offence Against a Person,2003,1,25,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,12,30,13,59,18XX W 3RD AVE,Kitsilano,489368.15,5457356.01,49.26887227,-123.1461463
Break and Enter Residential/Other,2003,10,18,17,0,67XX ARBUTUS ST,Kerrisdale,488692.93,5452447.65,49.22470849,-123.1552894
Mischief,2003,2,22,12,50,44XX OAK ST,South Cambie,490713.71,5454766.29,49.24559915,-123.1275901
Mischief,2003,4,26,0,0,44XX OAK ST,South Cambie,490713.71,5454766.29,49.24559915,-123.1275901
Mischief,2003,9,16,8,30,44XX OAK ST,South Cambie,490713.71,5454766.29,49.24559915,-123.1275901
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,30,7,55,E BROADWAY AVE / NANAIMO ST,Kensington-Cedar Cottage,495882,5456597,49.26212338,-123.0565986
Offence Against a Person,2003,1,10,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2003,4,13,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2003,12,22,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,28,12,0,E BROADWAY AVE / NANAIMO ST,Kensington-Cedar Cottage,495882,5456597,49.26212338,-123.0565986
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,10,13,43,E BROADWAY AVE / LAKEWOOD DR,Kensington-Cedar Cottage,495486,5456612,49.26225552,-123.0620415
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,6,2,10,E BROADWAY AVE / KINGSWAY AVE,Mount Pleasant,492758,5456683,49.26286796,-123.099537
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,28,18,0,E BROADWAY AVE / GUELPH ST,Mount Pleasant,493091,5456643,49.262512,-123.0949595
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,28,16,0,E 8TH AVE / ST CATHERINES ST,Mount Pleasant,493799,5456739,49.26338313,-123.08523
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,3,22,31,E 7TH AVE / MAIN ST,Mount Pleasant,492652,5456875,49.26459377,-123.1009975
Break and Enter Residential/Other,2003,1,16,20,34,18XX W 49TH AVE,Kerrisdale,489193.81,5452714.46,49.22711755,-123.1484176
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,17,7,25,E 7TH AVE / COMMERCIAL DR,Grandview-Woodland,494924,5456825,49.26416709,-123.0697685
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,11,10,37,E 7TH AVE / CLARK DR,Mount Pleasant,494362,5456833,49.26423413,-123.0774931
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,15,22,17,E 6TH AVE / QUEBEC ST,Mount Pleasant,492516,5456979,49.26552762,-123.1028687
Break and Enter Commercial,2003,5,6,16,0,10XX MARINASIDE CRES,Central Business District,491395.12,5457872.67,49.2735516,-123.1182946
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,20,17,0,E 6TH AVE / KEITH DR,Mount Pleasant,494223,5456940,49.26519532,-123.0794052
Break and Enter Residential/Other,2003,8,1,0,1,18XX W 4TH AVE,Kitsilano,489293.33,5457267.28,49.26807282,-123.1471724
Break and Enter Residential/Other,2003,10,7,23,0,18XX W 4TH AVE,Kitsilano,489330.81,5457266.24,49.26806412,-123.1466572
Break and Enter Residential/Other,2003,12,6,20,15,18XX W 4TH AVE,Kitsilano,489330.81,5457266.24,49.26806412,-123.1466572
Break and Enter Residential/Other,2003,1,8,16,50,18XX W 4TH AVE,Kitsilano,489339.93,5457256.84,49.26797972,-123.1465316
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,30,15,47,E 64TH AVE / SE MARINE DR,Sunset,492313,5451049,49.21218341,-123.1055453
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,27,14,56,E 63RD AVE / ST GEORGE ST,Sunset,493133,5451162,49.21320961,-123.0942883
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,6,8,0,E 61ST AVE / KNIGHT ST,Sunset,494385,5451318,49.21462563,-123.0770998
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,3,18,0,E 57TH AVE / WINDSOR ST,Sunset,493778,5451716,49.21819988,-123.0854407
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,11,14,40,E 57TH AVE / ROSS ST,Sunset,493951,5451715,49.21819262,-123.083065
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,6,16,20,E 57TH AVE / MAIN ST,Sunset,492580,5451747,49.21846539,-123.1018922
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,9,17,40,E 57TH AVE / FRASER ST,Sunset,493377,5451724,49.21826764,-123.0909473
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,24,17,55,E 57TH AVE / FRASER ST,Sunset,493377,5451724,49.21826764,-123.0909473
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,27,23,16,E 54TH AVE / VICTORIA DR,Victoria-Fraserview,495203,5451944,49.22026362,-123.0658753
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,16,15,14,E 54TH AVE / TYNE ST,Killarney,497641,5451926,49.22011594,-123.0323951
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,19,12,30,E 54TH AVE / KNIGHT ST,Sunset,494355,5451962,49.2204183,-123.0775207
Mischief,2003,1,10,22,0,14XX ALBERNI ST,West End,490621.82,5459547.29,49.28860369,-123.1289647
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,10,8,24,E 54TH AVE / KILLARNEY ST,Killarney,496712,5451935,49.22019262,-123.0451527
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,19,7,47,E 54TH AVE / ELLIOTT ST,Victoria-Fraserview,496004,5451934,49.22017941,-123.0548754
Break and Enter Residential/Other,2003,6,13,3,30,18XX W 5TH AVE,Kitsilano,489256.77,5457164.41,49.26714685,-123.1476722
Break and Enter Residential/Other,2003,7,19,0,0,67XX CARTIER ST,Oakridge,489980.37,5452419.74,49.22447985,-123.1376072
Break and Enter Residential/Other,2003,5,18,0,0,18XX W 5TH AVE,Kitsilano,489275.96,5457173.01,49.26722454,-123.1474086
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,29,14,54,E 52ND AVE / FRASER ST,Sunset,493385,5452218,49.22271138,-123.0908456
Offence Against a Person,2003,5,24,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,9,8,53,E 51ST AVE / FRASER ST,Sunset,493385,5452313,49.22356593,-123.0908472
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,3,16,15,E 50TH AVE / PRINCE EDWARD ST,Sunset,492897,5452432,49.2246309,-123.0975512
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,19,19,36,E 50TH AVE / MAIN ST,Sunset,492599,5452441,49.22470833,-123.1016441
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,24,22,23,E 49TH AVE / TYNE ST,Killarney,497650,5452428,49.2246316,-123.0322744
Mischief,2003,7,16,4,15,44XX PINE CRES,Shaughnessy,489288.91,5454865.8,49.24647099,-123.1471689
Mischief,2003,7,23,16,13,44XX PINE CRES,Shaughnessy,489288.91,5454865.8,49.24647099,-123.1471689
Mischief,2003,3,12,22,0,44XX PUGET DR,Arbutus Ridge,487850.72,5454928.01,49.24700372,-123.1669313
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,15,12,5,E 49TH AVE / TYNE ST,Killarney,497650,5452428,49.2246316,-123.0322744
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,3,19,40,E 49TH AVE / KNIGHT ST,Sunset,494369,5452502,49.22527587,-123.0773361
Break and Enter Residential/Other,2003,3,28,21,40,67XX CHURCHILL ST,Kerrisdale,489685.71,5452480.78,49.22502403,-123.1416556
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,10,18,40,E 49TH AVE / KNIGHT ST,Sunset,494369,5452502,49.22527587,-123.0773361
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,24,17,37,E 49TH AVE / KILLARNEY ST,Killarney,496672,5452441,49.22474401,-123.0457062
Break and Enter Residential/Other,2003,5,15,11,0,67XX CULLODEN ST,Sunset,494260.17,5452252.01,49.22302614,-123.0788272
Break and Enter Residential/Other,2003,10,15,19,0,67XX CULLODEN ST,Sunset,494268.49,5452219.59,49.22273459,-123.0787124
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,18,18,13,E 49TH AVE / INVERNESS ST,Sunset,494171,5452508,49.22532799,-123.0800555
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,11,15,28,E 49TH AVE / FRASER ST,Sunset,493395,5452521,49.22543705,-123.0907133
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,7,9,55,E 49TH AVE / FRASER ST,Sunset,493395,5452521,49.22543705,-123.0907133
Break and Enter Commercial,2003,10,31,5,20,10XX ROBSON ST,West End,490962.8,5459053.3,49.28416531,-123.1242645
Break and Enter Commercial,2003,12,25,6,12,10XX ROBSON ST,West End,490962.8,5459053.3,49.28416531,-123.1242645
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,26,18,30,E 49TH AV / BATTISON ST,Killarney,497779,5452939,49.22922866,-123.0305056
Mischief,2003,6,26,22,0,44XX QUEBEC ST,Riley Park,492541.29,5454741.08,49.24539739,-123.1024794
Break and Enter Commercial,2003,10,22,3,8,10XX ROBSON ST,West End,490963.78,5459065.19,49.28427228,-123.1242513
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,11,18,45,E 48TH AVE / ELLIOTT ST,Victoria-Fraserview,496018,5452573,49.22592748,-123.0546894
Break and Enter Residential/Other,2003,8,1,8,0,18XX W 5TH AVE,Kitsilano,489304.08,5457163.04,49.26713535,-123.1470218
Break and Enter Residential/Other,2003,12,5,8,0,18XX W 5TH AVE,Kitsilano,489304.08,5457163.04,49.26713535,-123.1470218
Break and Enter Residential/Other,2003,12,13,13,30,18XX W 5TH AVE,Kitsilano,489304.08,5457163.04,49.26713535,-123.1470218
Break and Enter Residential/Other,2003,12,19,12,0,18XX W 5TH AVE,Kitsilano,489304.08,5457163.04,49.26713535,-123.1470218
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,5,15,37,E 45TH AVE / MAIN ST,Sunset,492609,5452960,49.22937698,-123.1015163
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,9,20,6,E 45TH AVE / FRASER ST,Sunset,493401,5452935,49.22916115,-123.0906377
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,19,7,23,E 45TH AVE / EARLES ST,Killarney,496444,5452949,49.22931232,-123.048842
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,28,9,0,E 41ST AVE / SHERBROOKE ST,Sunset,494088,5453332,49.23273928,-123.0812075
Offence Against a Person,2003,3,6,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,2,15,25,E 41ST AVE / ONTARIO ST,Oakridge,492311,5453380,49.23315131,-123.1056174
Mischief,2003,9,10,15,30,44XX SLOCAN ST,Renfrew-Collingwood,496381.22,5454732.31,49.24535325,-123.0497204
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,9,8,59,E 41ST AVE / NANAIMO ST,Victoria-Fraserview,495714,5453340,49.23282478,-123.0588728
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,9,8,50,E 41ST AVE / NANAIMO ST,Victoria-Fraserview,495714,5453340,49.23282478,-123.0588728
Break and Enter Residential/Other,2003,9,22,17,0,67XX DAWSON ST,Killarney,496434.62,5452186.73,49.22245544,-123.0489641
Break and Enter Residential/Other,2003,12,11,21,25,67XX DAWSON ST,Killarney,496434.62,5452186.73,49.22245544,-123.0489641
Break and Enter Residential/Other,2003,11,12,7,45,18XX W 5TH AVE,Kitsilano,489370.58,5457170.27,49.26720155,-123.146108
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,9,13,34,E 41ST AVE / NANAIMO ST,Victoria-Fraserview,495714,5453340,49.23282478,-123.0588728
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,25,7,7,E 41ST AVE / KNIGHT ST,Sunset,494389,5453321,49.23264317,-123.0770728
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,24,20,15,E 41ST AVE / COMMERCIAL ST,Victoria-Fraserview,494999,5453316,49.23260348,-123.0686938
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,27,20,0,E 41ST AVE / COMMERCIAL ST,Victoria-Fraserview,494999,5453316,49.23260348,-123.0686938
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,17,9,10,E 36TH AVE / MAIN ST,Riley Park,492604,5453935,49.23814728,-123.1016029
Offence Against a Person,2003,6,19,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Commercial,2003,11,26,19,30,10XX ROBSON ST,West End,491020.06,5458996.72,49.28365721,-123.1234759
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,3,15,30,E 36TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494403,5453881,49.23768063,-123.0768884
Offence Against a Person,2003,9,30,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,12,21,27,E 33RD AVE / VICTORIA DR,Kensington-Cedar Cottage,495241,5454144,49.24005346,-123.0653795
Break and Enter Commercial,2003,1,24,3,20,10XX ROBSON ST,West End,491031.94,5458997.83,49.28366737,-123.1233126
Break and Enter Commercial,2003,5,5,5,43,10XX ROBSON ST,West End,491031.94,5458997.83,49.28366737,-123.1233126
Break and Enter Commercial,2003,7,20,5,0,10XX ROBSON ST,West End,491031.94,5458997.83,49.28366737,-123.1233126
Break and Enter Commercial,2003,8,13,6,0,10XX ROBSON ST,West End,491031.94,5458997.83,49.28366737,-123.1233126
Break and Enter Commercial,2003,11,12,3,27,10XX ROBSON ST,West End,491031.94,5458997.83,49.28366737,-123.1233126
Break and Enter Commercial,2003,11,18,2,16,10XX ROBSON ST,West End,491031.94,5458997.83,49.28366737,-123.1233126
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,2,11,0,E 33RD AVE / NANAIMO ST,Kensington-Cedar Cottage,495726,5454114,49.23978719,-123.0587162
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,23,8,40,E 33RD AVE / NANAIMO ST,Kensington-Cedar Cottage,495726,5454114,49.23978719,-123.0587162
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,4,10,14,E 33RD AVE / MAIN ST,Riley Park,492614,5454196,49.24049515,-123.1014704
Break and Enter Residential/Other,2003,2,26,15,30,18XX W 63RD AVE,Kerrisdale,489083.49,5451267.21,49.21409723,-123.1498934
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,15,10,29,E 33RD AVE / KNIGHT ST,Kensington-Cedar Cottage,494441,5454162,49.24020864,-123.0763702
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,11,16,9,E 33RD AVE / KNIGHT ST,Kensington-Cedar Cottage,494441,5454162,49.24020864,-123.0763702
Offence Against a Person,2003,9,6,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,29,11,30,E 33RD AVE / KNIGHT ST,Kensington-Cedar Cottage,494441,5454162,49.24020864,-123.0763702
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,20,11,50,E 33RD AVE / GLADSTONE ST,Kensington-Cedar Cottage,495422,5454114,49.23978499,-123.0628926
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,26,23,20,E 33RD AVE / FRASER ST,Riley Park,493421,5454173,49.24029747,-123.0903833
